playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2506194","null","Nick Novak","K","SD","K","SD","-45.7357","127.3766","null","318","431","19","null","1.3935","152.114","-278.886","0.5","140.3979","113.9886","3.2064","26",
"2552376","null","David Cobb","RB","TEN","RB","TEN","-45.9948","77.2613","null","116","432","49","null","0.8168","115.758","-316.242","3.3","103.6824","42.3853","5.2436","17",
"2552689","null","Ronald Darby","DB","BUF","DB","BUF","-46.2194","77.85","null","null","433","60","null","0.2604","274.3","-158.7","0.5","77.85","77.85","null","null",
"2543691","null","Will Sutton","DL","CHI","DL","CHI","-46.2455","35.3044","null","null","434","105","null","0.3325","null","null","1","46.458","15.85","14.4437","null",
"2550636","null","Cairo Santos","K","KC","K","KC","-46.4338","126.6785","null","334","435","20","null","1.4946","153.9175","-281.0825","0.25","142.33","117.5633","3.9146","16",
"754","null","Brandon Flowers","DB","SD","DB","SD","-46.4438","77.6256","null","null","436","61","null","0.1207","170","-266","0.5","80.8369","72.45","4.2885","51",
"2543664","null","Terrance West","RB","CLE","RB","CLE","-46.4537","76.8024","null","175","437","50","null","1.2387","130.7233","-306.2767","1.55","95.8581","34.411","3.8309","11",
"2533050","null","Michael Brockers","DL","STL","DL","STL","-46.4713","35.0786","null","null","438","106","null","0.2679","170","-268","0.5","36.7646","33.4","5.7108","null",
"2552314","null","Jake Ryan","LB","GB","LB","GB","-46.5056","78.2535","null","null","439","71","null","1.0454","114.5","-324.5","0.5","80.5205","73.9114","5.5479","14",
"2495272","null","Chris Conte","DB","TB","DB","TB","-46.5157","77.5537","null","null","440","62","null","0.1885","null","null","1","83.5356","69.7","3.2742","76",
"237680","null","Greg Toler","DB","IND","DB","IND","-46.6132","77.4562","null","null","441","63","null","0.2627","149","-292","0.5","85.9762","60.1166","3.3465","72",
"2552493","null","Arik Armstead","DL","SF","DL","SF","-46.6846","34.8653","null","null","442","107","null","0.2482","137.9","-304.1","0.5","37.855","30.1","4.3839","null",
"2532937","null","Kendall Reyes","DL","SD","DL","SD","-46.7938","34.7561","null","null","443","108","null","0.2793","null","null","1","37.9397","29.35","4.226","null",
"2541958","null","Jahleel Addae","DB","SD","DB","SD","-46.7952","77.2742","null","null","444","64","null","0.1795","null","null","1","86.7876","58.19","2.5642","85",
"2505010","null","Julius Peppers","LB","GB","LB","GB","-46.8312","77.9278","null","null","445","72","null","1.5116","62","-383","2","87.1496","68.55","2.8748","64",
"496735","null","Kareem Jackson","DB","HOU","DB","HOU","-46.9567","77.1127","null","null","446","65","null","0.1243","170","-276","0.5","84.0122","63.8684","3.2365","78",
"494287","null","Devin McCourty","DB","NE","DB","NE","-46.9927","77.0767","null","null","447","66","null","0.3675","150.5","-296.5","1","82.6873","71.4928","4.1401","53",
"81841","null","Terrance Knighton","DL","WAS","DL","WAS","-47.0718","34.4781","null","null","448","109","null","0.1238","170","-278","0.5","39.0105","28.4","3.0395","null",
"2506469","null","Chris Canty","DL","BAL","DL","BAL","-47.0743","34.4756","null","null","449","110","null","0.2913","null","null","1","35.0591","33.6","6.5454","null",
"2506871","null","Fred Jackson","RB","BUF","RB","BUF","-47.1694","76.0867","null","161","451","51","null","1.6759","138.976","-312.024","1.3","93.8053","25.9494","4.1699","29",
"2532878","null","Leonard Johnson","DB","TB","DB","TB","-47.1694","76.9","null","null","450","67","null","0.4375","null","null","0","76.9","76.9","null","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","-47.2116","74.8638","null","226","452","73","null","0.1576","120.9667","-331.0333","0.75","89.6384","58.2037","3.3844","50",
"2532960","null","Nick Toon","WR","NO","WR","NO","-47.2727","74.8027","null","188","453","74","null","0.6597","154.5367","-298.4633","0.5","91.9167","54.0364","3.844","23",
"2508083","null","Dan Williams","DL","OAK","DL","OAK","-47.3167","34.2332","null","null","454","111","null","0.1358","null","null","1","37.8128","27.65","3.6143","null",
"2552492","null","Jordan Phillips","DL","MIA","DL","MIA","-47.4145","34.1354","null","null","455","112","null","0.1307","288.1","-166.9","0.5","39.8033","23.6","5.9997","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","-47.4657","74.6097","null","213","456","75","null","2.1331","147.8367","-308.1633","0.75","89.1336","52.8231","1.2553","61",
"2530474","null","Mario Addison","DL","CAR","DL","CAR","-47.4906","34.0593","null","null","457","113","null","0.2093","170","-287","0","37.2027","29.05","3.5896","null",
"2539237","null","D.J. Hayden","DB","OAK","DB","OAK","-47.5509","76.5185","null","null","458","68","null","0.2283","219","-239","1","88.2449","55.4288","5.3856","25",
"2533026","null","Derek Wolfe","DL","DEN","DL","DEN","-47.5999","33.95","null","null","459","114","null","0.347","130","-329","1","33.95","33.95","null","null",
"2495504","null","Patrick Peterson","DB","ARI","DB","ARI","-47.6628","76.4066","null","null","460","69","null","0.3905","132.85","-327.15","2.45","81.8165","68.9998","3.9928","57",
"1336","null","Nick Hayden","DL","DAL","DL","DAL","-47.7999","33.75","null","null","461","115","null","0.322","null","null","0","33.75","33.75","null","null",
"2507225","null","Nick Folk","K","NYJ","K","NYJ","-47.8246","125.2877","null","null","462","21","null","0.7402","161.2825","-300.7175","0.5","143.0381","109.7724","3.5974","23",
"2505625","null","Charles Tillman","DB","CAR","DB","CAR","-47.8955","76.1739","null","null","463","70","null","0.3382","147.8","-315.2","1","94.7387","48.3","5.4303","23",
"2506386","null","Mike Nugent","K","CIN","K","CIN","-48.0323","125.08","null","330","464","22","null","3.933","143.4","-320.6","0.5","137.7608","115.6004","3.9343","15",
"2539304","null","Devin Taylor","DL","DET","DL","DET","-48.0938","33.4561","null","null","465","116","null","0.0749","null","null","1","42.8091","18.55","8.3903","null",
"2539224","null","Tank Carradine","DL","SF","DL","SF","-48.1499","33.4","null","null","466","117","null","0.2743","null","null","null","33.4","33.4","null","null",
"1037896","null","Sean Lissemore","DL","SD","DL","SD","-48.1875","33.3624","null","null","467","118","null","0.4928","null","null","1","37.1036","27.4","2.3509","null",
"2495507","null","Richard Sherman","DB","SEA","DB","SEA","-48.2111","75.8583","null","null","468","71","null","0.0806","101.065","-366.935","3.5","82.2724","69.7","4.5648","45",
"2532864","null","Dan Herron","RB","IND","RB","IND","-48.2155","75.0406","null","198","469","52","null","2.4617","147.774","-321.226","0.75","97.5901","55.8006","2.2243","38",
"2507220","null","William Gay","DB","PIT","DB","PIT","-48.2563","75.8131","null","null","470","72","null","0.0741","147","-323","0.5","80.2451","67.05","3.8833","62",
"2505566","null","Robert Mathis","LB","IND","LB","IND","-48.2707","76.4884","null","null","471","73","null","0.5108","170","-301","0.5","83.455","66.9351","5.23","17",
"2543493","null","Jason Verrett","DB","SD","DB","SD","-48.3273","75.7421","null","null","472","73","null","0.0946","170","-302","0.5","85.3741","61.265","4.644","42",
"2307","null","Orlando Scandrick","DB","DAL","DB","DAL","-48.3334","75.736","null","null","473","74","null","0.2413","170","-303","0.5","81.528","67.6","3.6157","67",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","-48.399","73.6764","null","210","474","76","null","2.9455","141.1533","-332.8467","1","86.3957","58.3095","2.0989","57",
"2543592","null","Anthony Hitchens","LB","DAL","LB","DAL","-48.415","76.3441","null","null","475","74","null","0.8486","154.5","-320.5","0.5","89.8484","53.2016","4.2209","35",
"494265","null","Perrish Cox","DB","TEN","DB","TEN","-48.5103","75.5591","null","null","476","75","null","0.1841","149.5","-326.5","0.5","78.4164","71.1","7.6524","null",
"494277","null","Kendrick Lewis","DB","BAL","DB","BAL","-48.6391","75.4303","null","null","477","76","null","0.3319","125.5","-351.5","0.5","79.1742","70.85","4.814","null",
"496822","null","Earl Mitchell","DL","MIA","DL","MIA","-48.6609","32.889","null","null","478","119","null","0.5618","170","-308","0.5","33.1954","32.4","6.943","null",
"2543884","null","Beau Allen","DL","PHI","DL","PHI","-48.6999","32.85","null","null","479","120","null","1.0661","null","null","0","32.85","32.85","null","null",
"2543643","null","Nat Berhe","DB","NYG","DB","NYG","-48.7497","75.3197","null","null","480","77","null","0.7156","null","null","1","79.8941","68.2","2.938","null",
"2543477","null","Blake Bortles","QB","JAC","QB","JAC","-49.0882","202.6061","null","172","481","25","null","1.9464","144.332","-336.668","2.25","230.5832","161.1954","4.5962","6",
"2534797","null","Greg Zuerlein","K","STL","K","STL","-49.0972","124.0151","null","333","482","23","null","5.8669","162.7267","-319.2733","0.5","138.4584","114.6937","3.9874","12",
"2543869","null","Devon Kennard","LB","NYG","LB","NYG","-49.148","75.611","null","null","483","75","null","0.3807","75","-408","2","88.0396","61.19","3.06","60",
"2540288","null","Darius Slay","DB","DET","DB","DET","-49.1924","74.877","null","null","484","78","null","0.5985","170","-314","0.5","79.777","65.1","4.2879","null",
"2552033","null","Jameis Winston","QB","TB","QB","TB","-49.3072","202.3871","null","145","485","26","null","5.1994","124.855","-360.145","3.425","229.8349","159.7325","4.5979","8",
"79852","null","Rey Maualuga","LB","CIN","LB","CIN","-49.3792","75.3799","null","null","486","76","null","0.9197","133","-353","1","85.6842","58.8144","4.9438","22",
"2553435","null","David Johnson","RB","ARI","RB","ARI","-49.4751","73.781","null","146","487","53","null","2.7958","125.162","-361.838","2.05","103.3361","14.7815","6.1965","7",
"2532431","null","Craig Robertson","LB","CLE","LB","CLE","-49.6782","75.0808","null","null","488","77","null","1.5407","170","-318","0.5","85.8669","65.2934","5.2762","16",
"2495497","null","Cortez Allen","DB","PIT","DB","PIT","-49.7382","74.3312","null","null","489","79","null","0.2401","163","-326","0.5","84.8045","63.241","4.5509","47",
"2495228","null","Jabaal Sheard","DL","NE","DL","NE","-49.7455","31.8044","null","null","490","121","null","0.0726","34","-456","1","33.2112","29.35","5.1653","null",
"496835","null","Jared Odrick","DL","JAC","DL","JAC","-49.7865","31.7634","null","null","491","122","null","0.2525","170","-321","0.5","37.3034","22.1","7.0294","null",
"71251","null","Patrick Chung","DB","NE","DB","NE","-49.8435","74.2259","null","null","492","80","null","0.693","170","-322","0.5","80.3001","65.85","4.5541","46",
"2508106","null","Phillip Taylor","DL","CLE","DL","CLE","-49.8499","31.7","null","null","493","123","null","0.5641","null","null","null","31.7","31.7","null","null",
"2495343","null","Buster Skrine","DB","NYJ","DB","NYJ","-50.1131","73.9563","null","null","494","81","null","0.8596","140.5","-353.5","0.5","80.9626","61.25","2.7772","83",
"2532976","null","Billy Winn","DL","CLE","DL","CLE","-50.2281","31.3218","null","null","495","124","null","0.7718","null","null","0","34.1277","26.85","3.1304","null",
"2539325","null","Datone Jones","DL","GB","DL","GB","-50.5999","30.95","null","null","496","125","null","1.2568","null","null","1","30.95","30.95","null","null",
"2495867","null","Greg Jennings","WR","MIA","WR","MIA","-50.7987","71.2767","null","220","497","77","null","1.6361","166.395","-330.605","0.75","87.6619","53.1898","2.6392","55",
"2506883","null","Tamba Hali","LB","KC","LB","KC","-50.9194","73.8396","null","null","498","78","null","0.7693","170","-328","0.5","76.4301","69.6","4.8464","null",
"80680","null","Jerraud Powers","DB","ARI","DB","ARI","-50.96","73.1094","null","null","499","82","null","0.0875","null","null","1","87.6622","57.9666","3.7945","64",
"2495310","null","Byron Maxwell","DB","PHI","DB","PHI","-50.9853","73.0841","null","null","500","83","null","0.1437","160","-340","0.5","81.9158","58.1166","2.5157","87",
"2540155","null","Xavier Rhodes","DB","MIN","DB","MIN","-51.1097","72.9597","null","null","501","84","null","0.095","133.75","-367.25","0.5","79.2197","62.094","3.4074","null",
"4471","null","Cary Williams","DB","SEA","DB","SEA","-51.1484","72.921","null","null","502","85","null","0.306","170","-332","0.5","78.3917","60.35","3.5674","null",
"2543505","null","Bradley Roby","DB","DEN","DB","DEN","-51.261","72.8084","null","null","503","86","null","0.4376","135","-368","0.5","83.7059","51.7","6.6659","9",
"2541925","null","Stefan Charles","DL","BUF","DL","BUF","-51.3999","30.15","null","null","504","126","null","0.9818","null","null","0","30.15","30.15","null","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","-51.4744","51.4809","null","254","505","31","null","0.6669","132.15","-372.85","0.75","66.1598","4.7367","6.7675","null",
"80656","null","Paul Kruger","LB","CLE","LB","CLE","-51.5184","73.2407","null","null","506","79","null","0.6361","170","-336","0.5","78.0654","65.0904","4.1608","null",
"2495251","null","Shareece Wright","DB","SF","DB","SF","-51.6478","72.4216","null","null","507","87","null","0.1311","null","null","1","77.5895","65.53","3.692","null",
"280","null","Dwight Lowery","DB","IND","DB","IND","-51.7494","72.32","null","null","508","88","null","0.0786","null","null","1","78.3088","63.05","3.4699","null",
"81879","null","Lardarius Webb","DB","BAL","DB","BAL","-51.8086","72.2608","null","null","509","89","null","0.2449","170","-339","0.5","77.0715","66.45","4.4288","null",
"2534832","null","Rodney McLeod","DB","STL","DB","STL","-51.8474","72.222","null","null","510","90","null","0.4155","146","-364","1","91.4004","29.5","7.5832","8",
"2495201","null","Pernell McPhee","LB","CHI","LB","CHI","-51.859","72.9","null","null","511","80","null","2.3431","170","-341","0","72.9","72.9","null","null",
"2539341","null","Montee Ball","RB","DEN","RB","DEN","-51.8794","71.3767","null","174","512","54","null","2.1584","130.8283","-381.1717","1.6","89.4718","37.2174","3.8278","36",
"2543475","null","Marqise Lee","WR","JAC","WR","JAC","-51.8903","70.185","null","191","513","78","null","1.5159","148.9767","-364.0233","0.75","92.9772","48.8695","7.6765","18",
"2508112","null","Rob Housler","TE","CLE","TE","CLE","-51.8993","51.056","null","227","514","32","null","0.6156","127.54","-386.46","1","62.0732","22.9554","5.5083","null",
"2540219","null","J.J. Wilcox","DB","DAL","DB","DAL","-52.2596","71.8098","null","null","515","91","null","0.1077","170","-345","0.5","79.2895","62.1282","3.1183","null",
"2539946","null","Dwayne Gratz","DB","JAC","DB","JAC","-52.2662","71.8032","null","null","516","92","null","0.2325","null","null","1","71.8913","71.65","7.5183","null",
"2505998","null","Randy Starks","DL","CLE","DL","CLE","-52.3135","29.2364","null","null","517","127","null","0.2125","170","-347","0.5","37.723","13.7","5.3072","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","-52.3832","50.5721","null","275","518","33","null","0.6492","139.61","-378.39","0.75","65.0458","25.2207","4.3027","null",
"496828","null","Derrick Morgan","LB","TEN","LB","TEN","-52.4499","72.3092","null","null","519","81","null","4.1253","null","null","1","76.9729","65.5862","3.809","null",
"2495885","null","Manny Lawson","DL","BUF","DL","BUF","-52.4499","29.1","null","null","520","128","null","0.2173","null","null","null","29.1","29.1","null","null",
"2539943","null","D.J. Swearinger","DB","TB","DB","TB","-52.4683","71.6011","null","null","521","93","null","0.4184","194.5","-326.5","0.5","74.9594","66.25","4.8095","null",
